round,mse
1049,376.5580516563272
1050,414.46073743260223
1051,427.8512996628221
1052,453.17374572273036
1053,368.5648918662615
1054,391.2445030821604
1055,409.7064974569354
1056,460.40117554855743
1057,461.6426555649932
1058,438.03352429980123
1059,420.9232080335767
1060,405.9052280334911
1061,413.2472088835857
1062,449.8257876688955
1063,432.0750453981835
1064,436.35411010716905
1065,378.87852274249116
1066,418.3768351939983
1067,391.24373973559443
1068,376.8224508627467
1069,420.08894254718746
1070,424.9664196750303
1071,410.19680389477855
1072,406.91528668169144
1073,413.2181282975795
1074,365.9996813948907
1075,385.8886194638773
1076,455.019617648645
1077,379.14566481157715
1078,413.9851222156305
1079,397.5432779244339
1080,380.13678039529583
1081,438.0163153709617
1082,433.441403956814
1083,404.3832608337799
1084,404.1943516977183
1085,413.7876794928437
1086,374.79864351977506
1087,422.67945712995424
1088,416.92465028232283
1089,400.1500060042657
1090,429.64868943256096
1091,445.6289616259751
1092,447.1412342337967
1093,394.8799901841586
1094,370.40263855493447
1095,338.76774815070326
1096,427.7165530025942
1097,451.6040190222566
1098,466.9169306017767
1099,398.13627562879174
1100,434.4576433367255
1101,444.3140878396158
1102,409.37169509162493
1103,396.3296726524013
1104,428.2186138982668
1105,450.4324708576214
1106,391.607232193336
1107,420.6616057024793
1108,403.61935847288623
1109,397.09654952677647
1110,385.0978274331981
1111,499.97574345545866
1112,383.35112038124663
1113,425.9777141051327
1114,355.65126484627615
1115,425.57966310579195
1116,356.85358724873475
1117,389.3423266336766
1118,387.34104570478087
1119,420.3562034209075
1120,436.93571884777276
1121,402.3374248792006
1122,398.4117052540008
1123,465.25621826598035
1124,409.1996710993509
1125,405.4344359002417
1126,407.0018005236331
1127,401.7020136658041
1128,452.8587697642288
1129,436.0989242984323
1130,373.6374577575196
1131,418.37826735950966
1132,375.8693608210681
1133,406.1447924091698
1134,412.03678514306296
1135,341.20629640079886
1136,374.80877213590713
1137,420.9988971146922
1138,501.74440531398176
1139,452.880595925946
1140,370.39767343590256
1141,408.85065872741575
1142,425.9311574732181
1143,422.0333540061285
1144,387.0405839383951
1145,413.78929189660266
1146,425.33807660647625
1147,364.8556304570876
1148,389.0526591962739
1149,370.8023511471338
1150,401.70923560430543
1151,403.49841620305324
1152,436.0083135790721
1153,347.65085893654077
1154,370.80669165075676
1155,396.8040391057519
1156,473.1104713021764
1157,349.7437550286822
1158,453.2535935449361
1159,407.1574314415235
1160,363.7287980052264
1161,415.6837756601132
1162,378.94923894987215
1163,363.80147687347613
1164,418.7626165549899
1165,360.5999110605655
1166,433.18576013748407
1167,458.92429879282156
1168,387.4625044845135
1169,399.74518383028277
1170,416.22770793567145
1171,426.70775081060253
1172,370.4027846012396
1173,390.0917831779326
1174,401.0907094815183
1175,411.5041971471745
1176,431.94120236727497
1177,410.16537329958163
1178,375.85752166300574
1179,447.83304539886933
1180,367.56452661094147
1181,422.37158372934516
1182,380.7189055285402
1183,358.3639817201316
1184,423.8033047310135
1185,488.91367650181553
1186,313.6276113799256
1187,453.995172693156
1188,382.9823521167888
1189,401.9754835697628
1190,434.83718341453306
1191,401.72719430291625
1192,397.8439751556516
1193,434.1238892754589
1194,469.3584240573665
1195,395.19132858998853
1196,437.71366589635363
1197,434.52245929843286
1198,416.6720976337416
1199,395.98049494887834
1200,432.4514425832605
1201,494.6711767811249
1202,394.87990953845394
1203,438.1206485988476
1204,342.7897562743318
1205,367.10401750255056
1206,361.8173714365105
1207,454.5146529050979
1208,416.0524808021679
1209,364.1709914423002
1210,422.93590943193794
1211,459.22503438605133
1212,418.1024927759164
1213,439.0412494151122
1214,388.6246850983552
1215,364.2851726317748
1216,413.1213588072868
1217,416.1166927424476
1218,379.1284247159018
1219,388.3776111601525
1220,364.20580222008476
1221,448.6136679969865
1222,356.2937345325021
1223,367.1322840056257
1224,426.1976562766478
1225,396.63180961853766
1226,438.2550631759492
1227,404.65591797180394
1228,483.1920081291404
1229,394.5683566316191
1230,406.4902295464484
1231,474.8384337189492
1232,399.2871066431021
1233,440.51133323374114
1234,378.38889857130533
1235,431.8733408949168
1236,459.351073218318
1237,406.7153794889594
1238,396.74458714048
1239,459.8688672876384
1240,434.87483300659903
1241,386.9193942879129
1242,372.5401907538935
1243,455.878009980742
1244,376.83685833707835
1245,465.53207768140254
1246,390.80653431195253
1247,348.4492756205591
1248,460.76845540057656
1249,449.64153882544196
1250,448.9390019683011
1251,431.2900137876428
1252,356.6969667059039
1253,485.0437040469475
1254,460.14034754979787
1255,359.8043588675738
1256,457.34061408063445
1257,445.0515518100563
1258,412.49634108185444
1259,390.17324465169094
1260,395.0407605103596
1261,414.2756207846195
1262,442.6869424885939
1263,397.33896806490014
1264,514.8167052139436
1265,391.95196616365223
1266,405.20785759308365
1267,402.56202544954704
1268,445.88855766259337
1269,374.53803500698393
1270,407.8177438569778
1271,401.5068317501858
1272,431.49572704326573
1273,423.78630472236426
1274,458.28197236195655
1275,380.7171137371516
1276,427.36595942928614
1277,447.2776112129283
1278,355.75400245548883
1279,401.08206964655085
1280,409.14177903813805
1281,376.5684279070423
1282,478.662366498378
1283,382.8465996747499
1284,442.1607518701393
1285,365.41286941008843
1286,429.1889123151326
1287,368.70392774602396
1288,353.6996584910456
1289,353.7279508546347
1290,454.9589256780644
1291,421.1350975341182
1292,419.1596680574324
1293,417.72303023744115
1294,410.6094058444481
1295,404.8326694703461
1296,481.50609022221886
1297,436.6210814457
1298,412.4978859703112
1299,416.9248993856281
1300,420.52384340825137
1301,378.71329211483237
1302,435.93716241610645
1303,408.70365718029325
1304,381.47319165508185
1305,453.20293688975875
1306,382.45655391540976
1307,420.2298363103317
1308,430.4093896533373
1309,392.0682246163096
1310,407.4446923841226
1311,400.6885339172274
1312,415.84772217437273
1313,456.7931954586176
1314,338.44325033750755
1315,401.53647027384204
1316,431.60671743609527
1317,404.0553187336783
1318,359.26877668695295
1319,381.5131183166634
1320,383.6330908468429
1321,403.03185449439485
1322,388.1756247939531
1323,373.8820894902137
1324,396.4583938410736
1325,422.62330771092047
1326,418.5949501810457
1327,446.3663390196171
1328,401.7814562855363
1329,382.72910301544545
1330,460.46882183774994
1331,487.65766728472045
1332,433.78135180683
1333,414.49982487246854
1334,419.61267076116116
1335,435.21780019410306
1336,411.73319081643615
1337,463.28571095913435
1338,411.67303699510705
1339,360.7811126991899
1340,434.62649665363364
1341,430.8975742939011
1342,395.9069808199127
1343,415.1718408096892
1344,386.8753629536113
1345,371.85628138432725
1346,341.55524561331987
1347,420.16590423528214
1348,434.93734723433334
1349,411.9483802223567
1350,367.45553915029205
1351,445.3703606191865
1352,395.9633832665248
1353,393.9042999759328
1354,436.9631377312432
1355,367.97652282119094
1356,396.2693112763505
1357,452.07270007242283
1358,429.4138339819037
1359,438.5568330407794
1360,409.6313770871983
1361,404.6188642738834
1362,431.447459512584
1363,333.37719640119104
1364,351.87757539856597
1365,355.8877538667246
1366,346.53666827741785
1367,400.0717507554311
1368,370.35584182189615
